GeneID,P-value,Significant,TrueDeltaSame,TrueDeltaDiff,
gene-HSPA2,0.010822510822510822,yes,0.139,0.144
gene-HIF1A,0.025974025974025976,yes,0.232,0.259
gene-PIK3R2,0.9653679653679653,no,0.124,0.123
gene-INSR,0.3917748917748918,no,0.291,0.294
gene-NDUFA11,0.9675324675324676,no,0.191,0.19
gene-MKNK2,0.3333333333333333,no,0.203,0.201
gene-NDUFA13,0.021645021645021644,yes,0.156,0.161
gene-ATP5F1D,0.05194805194805195,no,0.243,0.249
gene-GPX4,0.18398268398268397,no,0.358,0.352
gene-SIRT6,0.8636363636363636,no,0.179,0.178
gene-GADD45B,0.0735930735930736,no,0.19,0.201
gene-GABARAPL1,1.0,no,0.0,0.0
gene-LOC116502538,0.012987012987012988,yes,0.214,0.221
gene-CC2D1A,1.0,no,0.257,0.257
gene-AVPR2,0.2878787878787879,no,0.135,0.131
gene-ATP6AP1,0.9502164502164502,no,0.278,0.279
gene-NDUFB11,0.09523809523809523,no,0.239,0.246
gene-ATP5MC2,0.9891774891774892,no,0.333,0.334
gene-ATP5F1B,0.017316017316017316,yes,0.31,0.331
gene-NR4A1,0.010822510822510822,yes,0.249,0.272
gene-LOC116503018,0.04329004329004329,yes,0.281,0.299
gene-DNAJC22,0.7878787878787878,no,0.216,0.214
gene-LOC116503212,1.0,no,0.0,0.0
gene-PMEL,1.0,no,0.0,0.0
gene-MAP2K6,0.6233766233766234,no,0.225,0.223
gene-SOX9,0.05194805194805195,no,0.152,0.16
gene-RPTOR,0.24675324675324675,no,0.304,0.301
gene-SIRT7,1.0,no,0.097,0.097
gene-SPATA20,0.004329004329004329,yes,0.271,0.306
gene-ATP5PD,0.9567099567099567,no,0.127,0.128
gene-GRB2,0.6103896103896104,no,0.057,0.056
gene-FOXJ1,1.0,no,0.139,0.139
gene-PIK3R5,0.9848484848484849,no,0.273,0.272
gene-PIK3R6,0.2943722943722944,no,0.355,0.351
gene-NDUFB7,0.6536796536796536,no,0.151,0.149
gene-PRDX2,1.0,no,0.04,0.04
gene-ADRB2,0.5952380952380952,no,0.227,0.223
gene-HSPA4,0.5021645021645021,no,0.12,0.118
gene-CATSPER3,0.13203463203463203,no,0.297,0.305
gene-MAPK9,1.0,no,0.0,0.0
gene-CD74,0.9696969696969697,no,0.201,0.2
gene-GPX3,0.0021645021645021645,yes,0.198,0.223
gene-GPX1,0.11688311688311688,no,0.411,0.425
gene-RBM15B,0.11688311688311688,no,0.222,0.218
gene-RAF1,1.0,no,0.149,0.149
gene-LOC116503820,0.20346320346320346,no,0.239,0.243
gene-LOC116503736,1.0,no,0.302,0.302
gene-RUVBL1,0.4069264069264069,no,0.352,0.349
gene-VHL,0.010822510822510822,yes,0.32,0.354
gene-MITF,1.0,no,0.0,0.0
gene-LOC116503105,1.0,no,0.0,0.0
gene-LOC116504544,1.0,no,0.0,0.0
gene-LOC116503390,1.0,no,0.0,0.0
gene-LOC116503374,1.0,no,0.0,0.0
gene-LOC116503377,1.0,no,0.0,0.0
gene-LOC116503394,1.0,no,0.0,0.0
gene-LOC116503386,1.0,no,0.0,0.0
gene-LOC116503405,0.2943722943722944,no,0.126,0.124
gene-PXDN,0.015151515151515152,yes,0.275,0.287
gene-YWHAQ,1.0,no,0.0,0.0
gene-E2F6,1.0,no,0.0,0.0
gene-FOXO1,0.5086580086580087,no,0.249,0.252
gene-HSPA9,0.8506493506493507,no,0.245,0.244
gene-LOC116505849,1.0,no,0.0,0.0
gene-LOC116506766,0.11688311688311688,no,0.475,0.482
gene-GSK3B,0.0367965367965368,yes,0.297,0.308
gene-NDUFB4,1.0,no,0.127,0.127
gene-ATP6V1A,0.5476190476190477,no,0.437,0.432
gene-GAPDH,0.6168831168831169,no,0.113,0.119
gene-IGFBP7,0.012987012987012988,yes,0.117,0.128
gene-WRN,1.0,no,0.0,0.0
gene-DNAJA1,0.9307359307359307,no,0.052,0.051
gene-ATP5ME,0.3787878787878788,no,0.037,0.036
gene-LOC116506478,1.0,no,0.0,0.0
gene-NDUFB6,0.008658008658008658,yes,0.226,0.309
gene-TYRP1,0.45454545454545453,no,0.045,0.044
gene-JAK2,0.35064935064935066,no,0.146,0.156
gene-DMRT1,1.0,no,0.062,0.062
gene-PSAT1,0.0021645021645021645,yes,0.237,0.287
gene-ISCA1,0.9307359307359307,no,0.063,0.064
gene-CTSL,0.04112554112554113,yes,0.198,0.206
gene-GADD45G,1.0,no,0.047,0.047
gene-RASA1,0.45021645021645024,no,0.148,0.151
gene-LOC116506575,0.01948051948051948,yes,0.129,0.14
gene-PIK3R1,0.03463203463203463,yes,0.277,0.299
gene-MAP3K1,0.012987012987012988,yes,0.119,0.127
gene-DDX4,1.0,no,0.017,0.013
gene-DHX29,0.8593073593073594,no,0.074,0.073
gene-GPX8,0.5800865800865801,no,0.299,0.302
gene-NDUFS4,0.9025974025974026,no,0.136,0.135
gene-GHR,0.049783549783549784,yes,0.298,0.312
gene-SMAD7,0.24891774891774893,no,0.253,0.26
gene-ATP5F1A,0.05844155844155844,no,0.321,0.327
gene-LOC116506537,0.9718614718614719,no,0.306,0.307
gene-LOC116507099,0.2748917748917749,no,0.271,0.274
gene-GSTA1,0.08441558441558442,no,0.255,0.26
gene-LOC116507918,1.0,no,0.223,0.223
gene-LOC116506963,1.0,no,0.142,0.142
gene-LOC116507994,0.4653679653679654,no,0.206,0.203
gene-TBX18,1.0,no,0.0,0.0
gene-FOXO3,0.0021645021645021645,yes,0.297,0.359
gene-HSF2,0.06277056277056277,no,0.174,0.192
gene-CCN2,1.0,no,0.314,0.314
gene-LOC116507565,1.0,no,0.0,0.0
gene-SOD2,0.04329004329004329,yes,0.343,0.364
gene-IGF2R,0.05194805194805195,no,0.218,0.227
gene-AKT3,0.8939393939393939,no,0.377,0.376
gene-LTBP1,0.7207792207792207,no,0.182,0.18
gene-LOC116507992,1.0,no,0.178,0.178
gene-EIF4A3,0.8181818181818182,no,0.299,0.302
gene-FOXN2,0.8268398268398268,no,0.083,0.082
gene-LOC116507754,0.015151515151515152,yes,0.329,0.364
gene-MSRA,0.8917748917748918,no,0.176,0.175
gene-POMC,1.0,no,0.0,0.0
gene-MPO,0.06060606060606061,no,0.135,0.14
gene-HSPB1,0.47835497835497837,no,0.365,0.363
gene-YWHAG,0.7207792207792207,no,0.231,0.233
gene-NUP88,0.3528138528138528,no,0.199,0.201
gene-EIF4H,1.0,no,0.056,0.056
gene-RPS6KB1,0.577922077922078,no,0.196,0.194
gene-PPM1D,1.0,no,0.0,0.0
gene-RAD51C,1.0,no,0.259,0.259
gene-SPATA22,1.0,no,0.383,0.383
gene-SMG6,0.06060606060606061,no,0.259,0.264
gene-YWHAE,0.170995670995671,no,0.348,0.352
gene-CFH,1.0,no,0.0,0.0
gene-GADD45A,1.0,no,0.0,0.0
gene-LEPR,1.0,no,0.0,0.0
gene-JAK1,0.24675324675324675,no,0.342,0.338
gene-JUN,0.03463203463203463,yes,0.259,0.269
gene-USP24,0.9523809523809523,no,0.204,0.205
gene-PODN,0.645021645021645,no,0.081,0.082
gene-GPX7,1.0,no,0.044,0.044
gene-LOC116509327,0.2943722943722944,no,0.235,0.23
gene-MKNK1,0.6774891774891775,no,0.152,0.151
gene-LOC116509003,1.0,no,0.0,0.0
gene-PRDX1,1.0,no,0.0,0.0
gene-LOC116508979,0.329004329004329,no,0.36,0.352
gene-MAPK13,0.354978354978355,no,0.348,0.354
gene-CDKN1A,1.0,no,0.0,0.0
gene-PPARD,0.8744588744588745,no,0.363,0.362
gene-FOXP4,1.0,no,0.095,0.095
gene-PIK3C2B,0.6818181818181818,no,0.182,0.184
gene-MDM4,0.8593073593073594,no,0.152,0.151
gene-NUAK2,0.7186147186147186,no,0.165,0.164
gene-MAPKAPK2,0.8679653679653679,no,0.101,0.1
gene-ATP5PB,0.13636363636363635,no,0.24,0.244
gene-NRAS,0.0021645021645021645,yes,0.31,0.339
gene-TSHB,1.0,no,0.0,0.0
gene-YWHAB,0.170995670995671,no,0.191,0.195
gene-LOC116508584,1.0,no,0.034,0.034
gene-ATP5F1E,0.538961038961039,no,0.129,0.127
gene-SYCP2,1.0,no,0.018,0.018
gene-LOC116509241,0.9826839826839827,no,0.197,0.196
gene-LOC116510063,0.6298701298701299,no,0.223,0.225
gene-LOC116509867,0.474025974025974,no,0.387,0.392
gene-TRPC6,1.0,no,0.0,0.0
gene-HSPH1,0.006493506493506494,yes,0.3,0.326
gene-KL,1.0,no,0.231,0.231
gene-ALCAM,0.0021645021645021645,yes,0.181,0.203
gene-HSPA13,0.0021645021645021645,yes,0.165,0.18
gene-SOD1,1.0,no,0.0,0.0
gene-NDUFV3,0.02813852813852814,yes,0.385,0.43
gene-LOC116510618,0.0021645021645021645,yes,0.161,0.183
gene-LOC116510561,0.33766233766233766,no,0.039,0.042
gene-HDAC3,1.0,no,0.0,0.0
gene-NDUFA2,0.841991341991342,no,0.298,0.296
gene-NDUFS6,0.9935064935064936,no,0.263,0.264
gene-TERT,1.0,no,0.0,0.0
gene-ATP5F1C,0.8528138528138528,no,0.137,0.138
gene-KRAS,0.7748917748917749,no,0.316,0.318
gene-PYROXD1,0.6493506493506493,no,0.29,0.286
gene-ATP6V1E1,0.8506493506493507,no,0.219,0.22
gene-SLC6A12,0.04329004329004329,yes,0.141,0.146
gene-NDUFB2,0.9242424242424242,no,0.051,0.05
gene-IGF1,1.0,no,0.037,0.037
gene-HSP90B1,0.9177489177489178,no,0.162,0.163
gene-NUAK1,0.8203463203463204,no,0.176,0.178
gene-TXN2,0.9047619047619048,no,0.142,0.143
gene-MPST,0.3463203463203463,no,0.177,0.175
gene-SOX10,1.0,no,0.0,0.0
gene-EP300,0.45021645021645024,no,0.259,0.253
gene-ELK3,0.07575757575757576,no,0.242,0.249
gene-AMDHD1,0.045454545454545456,yes,0.239,0.252
gene-KITLG,1.0,no,0.0,0.0
gene-RAB3IP,0.045454545454545456,yes,0.406,0.414
gene-MDM2,1.0,no,0.0,0.0
gene-MSRB3,0.1406926406926407,no,0.2,0.191
gene-NDUFA5,0.29653679653679654,no,0.397,0.39
gene-MAPK11,1.0,no,0.172,0.172
gene-HDAC10,0.2012987012987013,no,0.316,0.323
gene-PPARA,0.05411255411255411,no,0.348,0.36
gene-LOC116511712,1.0,no,0.0,0.0
gene-LOC116512631,1.0,no,0.147,0.147
gene-MAK,0.1645021645021645,no,0.29,0.295
gene-SIRT5,1.0,no,0.114,0.114
gene-SOX4,0.9069264069264069,no,0.146,0.147
gene-NDUFV2,0.35064935064935066,no,0.361,0.358
gene-PRKDC,0.6103896103896104,no,0.101,0.103
gene-ATP6V1H,0.7857142857142857,no,0.23,0.232
gene-GDAP1,0.006493506493506494,yes,0.231,0.259
gene-DECR1,0.4329004329004329,no,0.488,0.484
gene-RAD54B,0.008658008658008658,yes,0.228,0.24
gene-LOC116512557,0.09523809523809523,no,0.258,0.263
gene-LOC116512326,1.0,no,0.0,0.0
gene-RRM2B,1.0,no,0.0,0.0
gene-ATP6V1C1,0.0670995670995671,no,0.263,0.272
gene-NDUFB9,0.6471861471861472,no,0.138,0.136
gene-MYC,0.025974025974025976,yes,0.269,0.275
gene-CATSPER2,0.922077922077922,no,0.356,0.355
gene-HSF1,0.9047619047619048,no,0.241,0.242
gene-LOC116512786,0.9913419913419913,no,0.189,0.19
gene-TEX261,0.5735930735930735,no,0.241,0.243
gene-PRKG2,0.5606060606060606,no,0.175,0.177
gene-NFKB1,0.27705627705627706,no,0.151,0.147
gene-ALPK1,0.36363636363636365,no,0.083,0.085
gene-CASP3,1.0,no,0.0,0.0
gene-SPATA18,0.22077922077922077,no,0.364,0.356
gene-CCKAR,0.46320346320346323,no,0.289,0.286
gene-FOXJ2,0.5735930735930735,no,0.197,0.195
gene-BTBD16,1.0,no,0.044,0.044
gene-PRDX3,0.14502164502164502,no,0.218,0.221
gene-LOC116514334,0.10606060606060606,no,0.13,0.137
gene-PYROXD2,0.008658008658008658,yes,0.197,0.226
gene-SLC25A28,0.9458874458874459,no,0.144,0.143
gene-LOC116514227,0.21861471861471862,no,0.064,0.071
gene-KLHL24,1.0,no,0.129,0.129
gene-GIGYF2,0.012987012987012988,yes,0.279,0.33
gene-D2HGDH,0.023809523809523808,yes,0.234,0.279
gene-PIK3CB,1.0,no,0.0,0.0
gene-PIK3CA,0.37445887445887444,no,0.437,0.432
gene-NDUFB5,1.0,no,0.188,0.188
gene-PLA2G4A,0.3961038961038961,no,0.295,0.298
gene-PRDX6,0.015151515151515152,yes,0.167,0.171
gene-PDK3,1.0,no,0.294,0.295
gene-PRDX4,1.0,no,0.0,0.0
gene-RPS6KA3,0.8441558441558441,no,0.222,0.22
gene-OCA2,1.0,no,0.0,0.0
gene-LOC116514694,0.6103896103896104,no,0.13,0.132
gene-MAPK8,0.974025974025974,no,0.118,0.117
gene-AKT2,0.08874458874458875,no,0.224,0.231
gene-LOC116515749,0.6363636363636364,no,0.19,0.186
gene-LOC116515748,0.1774891774891775,no,0.169,0.172
gene-FOXA3,0.023809523809523808,yes,0.083,0.086
gene-NFKBIB,0.70995670995671,no,0.243,0.241
gene-SIRT2,1.0,no,0.282,0.282
gene-CATSPERG,1.0,no,0.23,0.23
gene-GSK3A,0.4155844155844156,no,0.141,0.137
gene-LOC116515182,0.047619047619047616,yes,0.302,0.309
gene-LOC116516211,0.6796536796536796,no,0.309,0.306
gene-CATSPER4,0.7056277056277056,no,0.147,0.149
gene-NR0B2,0.10822510822510822,no,0.147,0.154
gene-RPS6KA1,0.11038961038961038,no,0.311,0.319
gene-LOC116515224,1.0,no,0.182,0.182
gene-NDUFS5,1.0,no,0.0,0.0
gene-EDA,1.0,no,0.0,0.0
gene-PGK1,0.07142857142857142,no,0.141,0.144
gene-LOC116516217,1.0,no,0.093,0.093
gene-IRS4,0.021645021645021644,yes,0.169,0.178
gene-RPS6KA6,0.6666666666666666,no,0.199,0.197
gene-AIFM1,0.8852813852813853,no,0.161,0.16
gene-FOXO4,0.23160173160173161,no,0.175,0.18
gene-RBMX,0.7402597402597403,no,0.077,0.079
gene-LOC116515779,1.0,no,0.0,0.0
gene-CHEK2,1.0,no,0.0,0.0
gene-MAPKAPK5,0.6038961038961039,no,0.202,0.204
gene-LOC116516714,1.0,no,0.0,0.0
gene-LOC116516798,1.0,no,0.0,0.0
gene-MAPK1,0.1774891774891775,no,0.206,0.212
gene-AACS,0.0735930735930736,no,0.416,0.432
gene-PXMP2,1.0,no,0.027,0.026
gene-SIRT4,1.0,no,0.085,0.085
gene-LOC116517048,1.0,no,0.0,0.0
gene-LOC116516566,0.04329004329004329,yes,0.353,0.368
gene-NDUFA10,0.935064935064935,no,0.04,0.041
gene-SLC20A1,0.6190476190476191,no,0.246,0.244
gene-SLC25A37,1.0,no,0.021,0.021
gene-ATP6V1B2,0.8917748917748918,no,0.085,0.084
gene-CHEK1,0.9826839826839827,no,0.324,0.323
gene-HSPA8,0.006493506493506494,yes,0.165,0.171
gene-SDHD,0.05627705627705628,no,0.364,0.371
gene-LOC116516483,1.0,no,0.0,0.0
gene-CREBBP,0.43073593073593075,no,0.143,0.145
gene-TRAP1,0.9372294372294372,no,0.12,0.121
gene-DNAJA3,0.8268398268398268,no,0.087,0.086
gene-LOC116517450,0.06060606060606061,no,0.305,0.313
gene-TMEM184A,0.0735930735930736,no,0.277,0.283
gene-FOXK1,0.6363636363636364,no,0.19,0.191
gene-ATP5MF,0.13203463203463203,no,0.274,0.28
gene-MAP2K3,1.0,no,0.258,0.258
gene-LOC116517709,0.9978354978354979,no,0.161,0.16
gene-HAGHL,0.8961038961038961,no,0.22,0.218
gene-LOC116517285,0.11904761904761904,no,0.128,0.131
gene-PDPK1,0.5194805194805194,no,0.144,0.146
gene-TSC2,0.12554112554112554,no,0.127,0.13
gene-NDUFB10,0.12121212121212122,no,0.084,0.086
gene-GPATCH1,0.11904761904761904,no,0.374,0.384
gene-LOC116518020,0.47619047619047616,no,0.177,0.18
gene-LOC116517973,0.6883116883116883,no,0.39,0.388
gene-CA5A,0.9415584415584416,no,0.263,0.262
gene-MC1R,1.0,no,0.0,0.0
gene-CASP9,1.0,no,0.0,0.0
gene-PIK3CD,0.30952380952380953,no,0.194,0.191
gene-MTOR,0.6883116883116883,no,0.299,0.297
gene-SDHB,1.0,no,0.246,0.246
gene-AIFM2,0.935064935064935,no,0.189,0.188
gene-HIF1AN,0.8896103896103896,no,0.262,0.261
gene-SIRT1,0.11904761904761904,no,0.137,0.142
gene-CDK1,1.0,no,0.0,0.0
gene-PTEN,0.7034632034632035,no,0.157,0.159
gene-INPP5A,0.4805194805194805,no,0.258,0.252
gene-TPM1,1.0,no,0.0,0.0
gene-LOC116519097,0.0367965367965368,yes,0.244,0.25
gene-LOC116519415,0.2554112554112554,no,0.184,0.187
gene-SNRPA1,0.5151515151515151,no,0.45,0.445
gene-IGF1R,0.5216450216450217,no,0.155,0.156
gene-MAP2K1,0.045454545454545456,yes,0.146,0.149
gene-SMAD6,0.4675324675324675,no,0.088,0.09
gene-TSC1,0.38095238095238093,no,0.321,0.324
gene-HSPA5,0.9069264069264069,no,0.286,0.285
gene-SV2A,1.0,no,0.0,0.0
gene-LOC116519949,0.24675324675324675,no,0.22,0.223
gene-ARNT,1.0,no,0.125,0.125
gene-RFX5,0.7467532467532467,no,0.28,0.279
gene-RORC,0.004329004329004329,yes,0.24,0.251
gene-RIT1,0.012987012987012988,yes,0.413,0.425
gene-NDUFS2,1.0,no,0.23,0.23
gene-LOC116520028,1.0,no,0.0,0.0
gene-B3GAT3,1.0,no,0.051,0.051
gene-MTA2,1.0,no,0.0,0.0
gene-CATSPER1,1.0,no,0.0,0.0
gene-CCS,0.012987012987012988,yes,0.249,0.275
gene-MAP3K11,0.841991341991342,no,0.309,0.308
gene-NDUFA4,0.4134199134199134,no,0.205,0.208
gene-VIPR1,0.017316017316017316,yes,0.214,0.237
gene-LOC116522295,1.0,no,0.208,0.208
gene-RHEB,1.0,no,0.044,0.044
gene-KMT2C,0.05194805194805195,no,0.205,0.214
gene-XRCC2,1.0,no,0.206,0.206
gene-LOC116520753,0.5974025974025974,no,0.213,0.209
gene-PDK4,0.6623376623376623,no,0.138,0.136
gene-IGFBP1,0.5151515151515151,no,0.392,0.382
gene-IGFBP3,0.0021645021645021645,yes,0.213,0.268
gene-NR4A3,0.07142857142857142,no,0.299,0.33
gene-SDHA,1.0,no,0.0,0.0
gene-LOC116520881,0.5238095238095238,no,0.154,0.158
gene-IGFBP4,1.0,no,0.0,0.0
gene-PDK2,0.8939393939393939,no,0.145,0.146
gene-LOC116523000,1.0,no,0.0,0.0
gene-NDUFA3,0.030303030303030304,yes,0.214,0.245
gene-LOC116521616,0.6385281385281385,no,0.41,0.412
gene-PRDX5,0.5064935064935064,no,0.377,0.387
gene-RPS6KA4,0.7597402597402597,no,0.206,0.209
gene-NDUFA7,0.8051948051948052,no,0.233,0.235
gene-FOXF1,0.8809523809523809,no,0.323,0.321
gene-WIPI2,1.0,no,0.0,0.0
